unique_no,sex,age,body_type,diet,drinks,drugs,education,ethnicity,height,income,job,location,offspring,orientation,pets,religion,sign,smokes,speaks,status,question1,question2,question3,question4,question5,weight
7638,m,32,athletic,anything,socially,never,graduated from college/university,white,70,-1,entertainment / media,"san francisco, california","doesn&rsquo;t have kids, but might want them",straight,likes dogs and likes cats,agnosticism,gemini,no,"english,",single,7,1,6,8,10,75
7639,m,24,average,anything,socially,sometimes,graduated from masters program,white,69,-1,,"san francisco, california",doesn&rsquo;t have kids,straight,,agnosticism,aquarius,sometimes,"english,",single,3,9,2,7,3,65
7640,f,27,fat,anything,often,never,graduated from college/university,asian  middle eastern  white  other,62,-1,science / tech / engineering,"berkeley, california",,straight,,other,sagittarius,no,english,seeing someone,5,2,10,6,10,98
7641,m,36,athletic,anything,socially,never,graduated from med school,asian  middle eastern  white  other,71,70000,medicine / health,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,buddhism,libra,no,"english,",single,1,9,5,9,5,57
7642,m,37,athletic,anything,socially,never,graduated from masters program,other,72,-1,executive / management,"san francisco, california",doesn&rsquo;t want kids,straight,,agnosticism,leo,no,english,available,5,7,3,1,3,78
7643,m,31,thin,other,socially,never,working on masters program,white,73,-1,artistic / musical / writer,"san francisco, california",doesn&rsquo;t want kids,straight,,other,leo,no,english,single,8,6,10,10,2,88
7644,m,44,athletic,anything,socially,never,graduated from college/university,white,70,-1,computer / hardware / software,"novato, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,other,gemini,no,english,single,5,10,6,2,1,96
7645,f,50,fat,anything,socially,never,graduated from college/university,white,63,-1,science / tech / engineering,"walnut creek, california",has a kid,straight,has dogs and has cats,buddhism,scorpio,no,english,single,7,6,4,10,2,84
7646,m,34,fit,anything,socially,never,graduated from masters program,white,74,-1,entertainment / media,"san francisco, california","doesn&rsquo;t have kids, but might want them",straight,likes dogs and likes cats,atheism,cancer,no,english,single,1,7,5,1,9,72
7647,m,26,fit,anything,often,never,working on ph.d program,white,73,-1,science / tech / engineering,"berkeley, california",,straight,,atheism,cancer,no,english,available,2,9,10,3,8,80
7648,m,32,thin,anything,often,sometimes,graduated from college/university,hispanic   latin,73,-1,hospitality / travel,"san francisco, california",,straight,likes dogs and likes cats,agnosticism,scorpio,yes,english,single,5,10,1,7,3,92
7649,m,30,athletic,anything,socially,never,dropped out of ph.d program,hispanic   latin,68,-1,science / tech / engineering,"berkeley, california",,straight,likes dogs,atheism,scorpio,no,english,single,10,6,3,8,4,51
7650,f,31,athletic,anything,socially,sometimes,,white,67,-1,medicine / health,"oakland, california",,straight,likes dogs and likes cats,other,virgo,no,english,single,3,9,8,5,7,94
7651,m,34,athletic,anything,socially,never,graduated from two-year college,white  other,72,70000,clerical / administrative,"berkeley, california","doesn&rsquo;t have kids, but might want them",straight,likes dogs,other,pisces,no,"english,",single,2,7,2,4,4,67
7652,m,24,fit,anything,often,sometimes,working on college/university,middle eastern  white,65,20000,student,"san francisco, california","doesn&rsquo;t have kids, and doesn&rsquo;t want any",straight,has dogs and likes cats,other,aries,no,english,single,7,10,7,1,5,59
7653,m,23,athletic,other,socially,never,working on college/university,middle eastern  white,71,1000000,science / tech / engineering,"san francisco, california",,straight,has dogs,catholicism,leo,sometimes,english,single,4,8,7,7,2,77
7654,f,38,athletic,anything,socially,never,graduated from college/university,white,66,-1,medicine / health,"san francisco, california","doesn&rsquo;t have kids, but wants them",straight,likes dogs and likes cats,judaism,libra,no,english,single,10,10,8,3,6,94
7655,m,31,average,anything,socially,never,graduated from college/university,asian,67,-1,artistic / musical / writer,"san francisco, california",might want kids,gay,,other,aquarius,no,english,single,1,9,1,7,10,71
7656,f,36,fit,vegetarian,socially,never,graduated from masters program,asian,64,-1,other,"san francisco, california",,straight,,other,sagittarius,no,english,single,3,9,1,1,9,90
7657,f,26,fit,anything,socially,never,working on masters program,white,70,-1,medicine / health,"san francisco, california","doesn&rsquo;t have kids, but might want them",straight,likes dogs and dislikes cats,atheism,gemini,no,english,single,7,1,9,2,2,73
7658,f,39,average,anything,socially,never,graduated from masters program,white,69,-1,medicine / health,"san francisco, california",,straight,likes dogs and dislikes cats,other,virgo,no,"english,",single,6,2,7,6,3,95
7659,m,33,fit,anything,socially,sometimes,graduated from masters program,white,67,-1,,"san francisco, california",,straight,likes dogs,other,libra,no,english,single,9,2,3,7,9,71
7660,m,34,fit,anything,socially,never,graduated from college/university,white,72,-1,science / tech / engineering,"san francisco, california",,straight,likes dogs and likes cats,agnosticism,libra,no,"english,",single,7,10,9,3,6,97
7661,f,33,fat,anything,socially,never,graduated from law school,asian,66,-1,law / legal services,"san francisco, california","doesn&rsquo;t have kids, but might want them",straight,,catholicism,sagittarius,no,english,single,3,1,10,9,6,58
7662,m,23,thin,anything,socially,never,graduated from college/university,asian,63,-1,computer / hardware / software,"san francisco, california",,straight,,atheism,virgo,no,english,single,3,10,4,2,5,52
7663,m,23,fit,anything,rarely,never,graduated from college/university,white,74,-1,computer / hardware / software,"berkeley, california","doesn&rsquo;t have kids, and doesn&rsquo;t want any",straight,has dogs and likes cats,atheism,virgo,no,english,single,7,6,1,2,4,69
7664,m,27,thin,anything,socially,sometimes,graduated from college/university,asian  white,74,-1,science / tech / engineering,"san francisco, california",,straight,likes dogs and likes cats,atheism,sagittarius,trying to quit,english,single,6,4,3,2,2,88
7665,m,23,fit,anything,socially,sometimes,working on two-year college,white,72,20000,medicine / health,"novato, california","doesn&rsquo;t have kids, and doesn&rsquo;t want any",straight,has dogs and likes cats,christianity,leo,when drinking,english,single,4,4,4,2,9,67
7666,f,23,fat,vegan,very often,sometimes,dropped out of high school,hispanic   latin  white,65,-1,other,"san rafael, california",,bisexual,likes dogs and has cats,agnosticism,taurus,sometimes,english,single,6,9,2,3,3,66
7667,m,20,average,anything,socially,never,working on college/university,black,75,-1,student,"emeryville, california",,straight,,other,virgo,sometimes,english,single,3,2,6,8,6,81
7668,f,43,athletic,anything,socially,never,graduated from college/university,white,65,20000,other,"oakland, california",doesn&rsquo;t want kids,bisexual,has dogs and likes cats,other,leo,no,english,single,6,4,4,10,9,87
7669,m,39,thin,vegetarian,socially,never,graduated from med school,hispanic   latin  white  other,71,-1,medicine / health,"redwood city, california",has kids,straight,,agnosticism,aries,no,"english,",single,3,8,8,9,1,66
7670,m,24,fat,anything,rarely,never,working on college/university,asian  white,70,-1,artistic / musical / writer,"san francisco, california",,straight,,atheism,aries,sometimes,english,single,10,6,1,3,7,92
7671,m,45,athletic,anything,often,never,graduated from masters program,white,71,-1,executive / management,"redwood city, california",,straight,,christianity,capricorn,no,english,single,8,9,7,3,2,99
7672,m,20,athletic,other,rarely,never,graduated from high school,black,61,20000,computer / hardware / software,"san pablo, california","doesn&rsquo;t have kids, but wants them",straight,has dogs and likes cats,christianity,libra,no,english,single,4,4,4,3,3,54
7673,m,24,average,anything,socially,sometimes,,white,73,-1,science / tech / engineering,"alameda, california",,straight,,other,libra,no,english,single,10,9,5,8,1,68
7674,m,28,athletic,anything,socially,never,graduated from college/university,white,74,-1,executive / management,"san francisco, california",,straight,,other,libra,no,english,single,10,10,7,8,9,73
7675,m,32,average,anything,socially,never,,white,69,-1,artistic / musical / writer,"san francisco, california",,straight,,atheism,scorpio,,english,available,2,10,7,4,9,94
7676,m,53,fit,anything,socially,never,dropped out of masters program,white,66,-1,other,"san francisco, california",,gay,has dogs and likes cats,atheism,taurus,no,english,single,4,2,5,2,8,60
7677,m,35,average,anything,socially,never,working on college/university,white,71,-1,education / academia,"south san francisco, california",,straight,has dogs,atheism,aquarius,trying to quit,english,single,9,1,4,2,7,63
7678,m,56,average,anything,rarely,never,dropped out of college/university,white,71,-1,sales / marketing / biz dev,"mountain view, california","has a kid, and might want more",straight,has dogs,agnosticism,taurus,no,english,single,10,5,5,3,1,62
7679,m,31,average,anything,often,never,graduated from ph.d program,white,70,-1,science / tech / engineering,"san francisco, california",doesn&rsquo;t want kids,straight,likes dogs and dislikes cats,judaism,aquarius,no,english,single,2,2,7,7,6,68
7680,m,32,average,anything,socially,never,graduated from college/university,white,64,-1,executive / management,"san francisco, california",,bisexual,likes dogs and likes cats,christianity,pisces,no,english,single,9,10,1,3,2,63
7681,m,19,fit,anything,socially,never,working on college/university,black,69,-1,student,"oakland, california","doesn&rsquo;t have kids, but might want them",gay,,agnosticism,cancer,no,english,single,10,4,6,1,1,59
7682,m,31,fit,other,socially,never,,white,71,-1,,"san francisco, california",,gay,,other,cancer,,english,single,8,4,7,10,9,62
7683,m,41,fit,anything,socially,never,,hispanic   latin,70,-1,computer / hardware / software,"san francisco, california",,gay,,agnosticism,libra,no,"english,",single,4,6,10,2,4,89
7684,m,35,thin,halal,socially,sometimes,,black  native american,71,50000,artistic / musical / writer,"oakland, california",has kids,straight,,other,capricorn,no,english,single,10,5,4,4,8,67
7685,m,26,fit,anything,socially,sometimes,graduated from college/university,white,72,-1,science / tech / engineering,"san francisco, california",doesn&rsquo;t want kids,gay,likes cats,agnosticism,taurus,no,english,single,5,8,6,9,6,61
7686,m,28,average,anything,socially,never,graduated from masters program,other,72,100000,science / tech / engineering,"san francisco, california",,straight,likes dogs,other,taurus,,english,single,9,10,1,9,4,81
7687,m,34,average,anything,socially,never,graduated from college/university,white,74,-1,computer / hardware / software,"belmont, california",,straight,likes dogs,catholicism,virgo,no,english,single,2,2,5,7,4,58
7688,m,27,athletic,anything,socially,never,graduated from college/university,white,72,30000,science / tech / engineering,"berkeley, california",,straight,likes dogs and likes cats,other,aquarius,no,"english,",single,7,7,2,7,3,94
7689,m,26,fit,other,socially,sometimes,graduated from college/university,white  other,75,20000,artistic / musical / writer,"oakland, california",,bisexual,likes dogs and likes cats,other,scorpio,no,english,available,4,1,6,6,8,69
7690,m,21,average,anything,socially,never,working on college/university,white  other,69,-1,student,"berkeley, california",,gay,,atheism,pisces,yes,english,single,6,10,8,4,10,98
7691,m,33,athletic,anything,socially,never,graduated from ph.d program,white,70,-1,science / tech / engineering,"san francisco, california",,straight,likes cats,atheism,pisces,no,"english,",single,7,6,10,7,7,80
7692,m,24,thin,anything,very often,often,dropped out of ph.d program,asian  middle eastern  black  native american  indian  pacific islander  hispanic   latin  white  other,72,1000000,artistic / musical / writer,"oakland, california",,bisexual,likes dogs and has cats,other,pisces,yes,english,single,5,2,10,1,9,58
7693,m,23,thin,anything,rarely,never,working on college/university,white,67,-1,student,"palo alto, california",doesn&rsquo;t want kids,gay,likes dogs and likes cats,other,taurus,no,english,single,8,9,9,6,1,74
7694,m,30,thin,anything,socially,never,,middle eastern  hispanic   latin  white,73,-1,other,"oakland, california",,straight,,judaism,taurus,no,"english,",single,4,8,10,7,7,96
